task_id,run1,run2,run3,vote_count,consensus,agreement,unanimous,majority,segment,occupation_title,task_text
2825,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Desktop Publishers,Study layout or other design instructions to determine work to be done and sequence of operations.
2827,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Desktop Publishers,"Convert various types of files for printing or for the Internet, using computer software."
2829,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Desktop Publishers,Select number of colors and determine color separations.
3223,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Advertising and Promotions Managers,Prepare budgets and submit estimates for program costs as part of campaign plan development.
3226,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Advertising and Promotions Managers,"Inspect layouts and advertising copy, and edit scripts, audio, video, and other promotional material for adherence to specifications."
3233,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Advertising and Promotions Managers,Monitor and analyze sales promotion results to determine cost effectiveness of promotion campaigns.
3234,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Advertising and Promotions Managers,"Read trade journals and professional literature to stay informed on trends, innovations, and changes that affect media planning."
3242,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Advertising and Promotions Managers,Coordinate with the media to disseminate advertising.
3243,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Advertising and Promotions Managers,Contact organizations to explain services and facilities offered.
3394,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Budget Analysts,Analyze monthly department budgeting and accounting reports to maintain expenditure controls.
3395,Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,2,False,True,middle60,Budget Analysts,Direct the preparation of regular and special budget reports.
3401,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Budget Analysts,Review operating budgets to analyze trends affecting budget needs.
3405,Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Intrapreneurial,2,False,True,middle60,Budget Analysts,Compile and analyze accounting records and other data to determine the financial resources required to implement a program.
3407,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Loan Officers,"Approve loans within specified limits, and refer loan applications outside those limits to management for approval."
3409,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Loan Officers,"Analyze applicants' financial status, credit, and property evaluations to determine feasibility of granting loans."
3411,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Loan Officers,"Obtain and compile copies of loan applicants' credit histories, corporate financial statements, and other financial information."
3412,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Loan Officers,Review and update credit and loan files.
3413,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Loan Officers,Review loan agreements to ensure that they are complete and accurate according to policy.
3414,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Loan Officers,Compute payment schedules.
3415,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Loan Officers,Stay abreast of new types of loans and other financial services and products to better meet customers' needs.
3416,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Loan Officers,Submit applications to credit analysts for verification and recommendation.
3465,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Systems Analysts,"Test, maintain, and monitor computer programs and systems, including coordinating the installation of computer programs and systems."
3466,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Systems Analysts,"Use object-oriented programming languages, as well as client and server applications development processes and multimedia and Internet technology."
3470,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Computer Systems Analysts,Expand or modify system to serve new purposes or improve work flow.
3474,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Computer Systems Analysts,"Analyze information processing or computation needs and plan and design computer systems, using techniques such as structured analysis, data modeling, and information engineering."
3478,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Systems Analysts,"Review and analyze computer printouts and performance indicators to locate code problems, and correct errors by correcting codes."
3480,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Computer Systems Analysts,"Read manuals, periodicals, and technical reports to learn how to develop programs that meet staff and user requirements."
3482,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Computer Systems Analysts,"Use the computer in the analysis and solution of business problems, such as development of integrated production and inventory control and cost analysis systems."
3484,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Computer Systems Analysts,Specify inputs accessed by the system and plan the distribution and use of the results.
3580,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Petroleum Engineers,"Monitor production rates, and plan rework processes to improve production."
3581,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Petroleum Engineers,Analyze data to recommend placement of wells and supplementary processes to enhance production.
3586,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Petroleum Engineers,Maintain records of drilling and production operations.
3588,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Petroleum Engineers,Write technical reports for engineering and management personnel.
3589,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,top20,Petroleum Engineers,"Evaluate findings to develop, design, or test equipment or processes."
3590,Not Intrapreneurial,Not Intrapreneurial,Intrapreneurial,3,Not Intrapreneurial,2,False,True,top20,Petroleum Engineers,Assign work to staff to obtain maximum utilization of personnel.
3591,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Petroleum Engineers,Interpret drilling and testing information for personnel.
3775,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Lawyers,"Analyze the probable outcomes of cases, using knowledge of legal precedents."
3783,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,top20,Lawyers,"Study Constitution, statutes, decisions, regulations, and ordinances of quasi-judicial bodies to determine ramifications for cases."
3894,Not Intrapreneurial,Not Intrapreneurial,Intrapreneurial,3,Not Intrapreneurial,2,False,True,middle60,Media Technical Directors/Managers,"Direct technical aspects of newscasts and other productions, checking and switching between video sources and taking responsibility for the on-air product, including camera shots and graphics."
3896,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Media Technical Directors/Managers,Monitor broadcasts to ensure that programs conform to station or network policies and regulations.
3897,Not Intrapreneurial,Not Intrapreneurial,Intrapreneurial,3,Not Intrapreneurial,2,False,True,middle60,Media Technical Directors/Managers,Observe pictures through monitors and direct camera and video staff concerning shading and composition.
3900,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Media Technical Directors/Managers,Schedule use of studio and editing facilities for producers and engineering and maintenance staff.
3905,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Media Technical Directors/Managers,"Set up and execute video transitions and special effects, such as fades, dissolves, cuts, keys, and supers, using computers to manipulate pictures as necessary."
3906,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Media Technical Directors/Managers,Collaborate with promotions directors to produce on-air station promotions.
3966,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Technical Writers,"Organize material and complete writing assignment according to set standards regarding order, clarity, conciseness, style, and terminology."
3967,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Technical Writers,Maintain records and files of work and revisions.
3968,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Technical Writers,"Edit, standardize, or make changes to material prepared by other writers or establishment personnel."
3970,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Technical Writers,"Review published materials and recommend revisions or changes in scope, format, content, and methods of reproduction and binding."
3971,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Technical Writers,"Select photographs, drawings, sketches, diagrams, and charts to illustrate material."
3975,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Technical Writers,"Arrange for typing, duplication, and distribution of material."
3977,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Technical Writers,Analyze developments in specific field to determine need for revisions in previously published materials and development of new material.
4618,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Telemarketers,"Deliver prepared sales talks, reading from scripts that describe products or services, to persuade potential customers to purchase a product or service or to make a donation."
4620,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Telemarketers,"Explain products or services and prices, and answer questions from customers."
4621,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Telemarketers,"Obtain customer information such as name, address, and payment method, and enter orders into computers."
4622,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Telemarketers,"Record names, addresses, purchases, and reactions of prospects contacted."
4623,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,middle60,Telemarketers,Adjust sales scripts to better target the needs and interests of specific individuals.
4628,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Telemarketers,Schedule appointments for sales representatives to meet with prospective customers or for customers to attend sales presentations.
5158,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Proofreaders and Copy Markers,"Correct or record omissions, errors, or inconsistencies found."
5160,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Proofreaders and Copy Markers,Read corrected copies or proofs to ensure that all corrections have been made.
5161,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Proofreaders and Copy Markers,"Compare information or figures on one record against same data on other records, or with original copy, to detect errors."
5163,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Proofreaders and Copy Markers,"Route proofs with marked corrections to authors, editors, typists, or typesetters for correction or reprinting."
5314,Intrapreneurial,Not Intrapreneurial,Intrapreneurial,3,Intrapreneurial,2,False,True,middle60,Information Security Analysts,"Develop plans to safeguard computer files against accidental or unauthorized modification, destruction, or disclosure and to meet emergency data processing needs."
5316,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Information Security Analysts,Monitor current reports of computer viruses to determine when to update virus protection systems.
5317,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Information Security Analysts,"Modify computer security files to incorporate new software, correct errors, or change individual access status."
5319,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Information Security Analysts,Monitor use of data files and regulate access to safeguard information in computer files.
5322,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Information Security Analysts,"Document computer security and emergency measures policies, procedures, and tests."
5503,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Geographers,"Create and modify maps, graphs, or diagrams, using geographical information software and related equipment, and principles of cartography, such as coordinate systems, longitude, latitude, elevation, topography, and map scales."
5505,Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,2,False,True,non_wawc,Geographers,"Develop, operate, and maintain geographical information computer systems, including hardware, software, plotters, digitizers, printers, and video cameras."
5506,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Geographers,Locate and obtain existing geographic information databases.
5511,Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Intrapreneurial,2,False,True,non_wawc,Geographers,"Study the economic, political, and cultural characteristics of a specific region's population."
5663,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Business Teachers, Postsecondary","Evaluate and grade students' class work, assignments, and papers."
5664,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Business Teachers, Postsecondary","Compile, administer, and grade examinations, or assign this work to others."
5666,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Business Teachers, Postsecondary","Maintain student attendance records, grades, and other required records."
5669,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Business Teachers, Postsecondary",Maintain regularly scheduled office hours to advise and assist students.
5671,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Business Teachers, Postsecondary",Advise students on academic and vocational curricula and career issues.
5673,Not Intrapreneurial,Not Intrapreneurial,Ambiguous,3,Not Intrapreneurial,2,False,True,middle60,"Business Teachers, Postsecondary",Collaborate with colleagues to address teaching and research issues.
7276,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Management Analysts,Gather and organize information on problems or procedures.
7277,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Management Analysts,Analyze data gathered and develop solutions or alternative methods of proceeding.
7282,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Management Analysts,"Document findings of study and prepare recommendations for implementation of new systems, procedures, or organizational changes."
7285,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Management Analysts,"Plan study of work problems and procedures, such as organizational change, communications, information flow, integrated production methods, inventory control, or cost analysis."
7318,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Financial Examiners,"Examine the minutes of meetings of directors, stockholders, and committees to investigate the specific authority extended at various levels of management."
7319,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Financial Examiners,"Prepare reports, exhibits, and other supporting schedules that detail an institution's safety and soundness, compliance with laws and regulations, and recommended solutions to questionable financial conditions."
7320,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Financial Examiners,"Review balance sheets, operating income and expense accounts, and loan documentation to confirm institution assets and liabilities."
7358,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Tax Preparers,"Compute taxes owed or overpaid, using adding machines or personal computers, and complete entries on forms, following tax form instructions and tax tables."
7359,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Tax Preparers,Prepare or assist in preparing simple to complex tax returns for individuals or small businesses.
7360,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Tax Preparers,"Use all appropriate adjustments, deductions, and credits to keep clients' taxes to a minimum."
7362,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Tax Preparers,"Review financial records, such as income statements and documentation of expenditures to determine forms needed to prepare tax returns."
7363,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Tax Preparers,Furnish taxpayers with sufficient information and advice to ensure correct tax form completion.
7364,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Tax Preparers,Consult tax law handbooks or bulletins to determine procedures for preparation of atypical returns.
7365,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Tax Preparers,Calculate form preparation fees according to return complexity and processing time required.
7368,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Mathematicians,Develop computational methods for solving problems that occur in areas of science and engineering or that come from applications in business or industry.
7370,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Mathematicians,Perform computations and apply methods of numerical analysis to data.
7371,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Mathematicians,Develop mathematical or statistical models of phenomena to be used for analysis or for computational simulation.
7372,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Mathematicians,"Assemble sets of assumptions, and explore the consequences of each set."
7373,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Mathematicians,"Address the relationships of quantities, magnitudes, and forms through the use of numbers and symbols."
8861,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Treasurers and Controllers,"Receive, record, and authorize requests for disbursements in accordance with company policies and procedures."
8865,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Treasurers and Controllers,"Coordinate and direct the financial planning, budgeting, procurement, or investment activities of all or part of an organization."
8867,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Treasurers and Controllers,"Analyze the financial details of past, present, and expected operations to identify development opportunities and areas where improvement is needed."
8870,Intrapreneurial,Intrapreneurial,Intrapreneurial,3,Intrapreneurial,3,True,True,non_wawc,Treasurers and Controllers,Evaluate needs for procurement of funds and investment of surpluses and make appropriate recommendations.
8873,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Treasurers and Controllers,"Compute, withhold, and account for all payroll deductions."
8953,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Statisticians,"Report results of statistical analyses, including information in the form of graphs, charts, and tables."
8954,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Statisticians,"Process large amounts of data for statistical modeling and graphic analysis, using computers."
8955,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Statisticians,"Identify relationships and trends in data, as well as any factors that could affect the results of research."
8956,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Statisticians,Analyze and interpret statistical data to identify significant differences in relationships among sources of information.
8957,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Statisticians,"Prepare data for processing by organizing information, checking for inaccuracies, and adjusting and weighting the raw data."
8961,Intrapreneurial,Intrapreneurial,Not Intrapreneurial,3,Intrapreneurial,2,False,True,non_wawc,Statisticians,"Design research projects that apply valid scientific techniques, and use information obtained from baselines or historical data to structure uncompromised and efficient analyses."
9350,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Photographers,Review sets of photographs to select the best work.
9351,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Photographers,"Estimate or measure light levels, distances, and numbers of exposures needed, using measuring devices and formulas."
9352,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Photographers,"Manipulate and enhance scanned or digital images to create desired effects, using computers and specialized software."
9354,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Photographers,"Perform general office duties, such as scheduling appointments, keeping books, and ordering supplies."
9357,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,non_wawc,Photographers,"Enhance, retouch, and resize photographs and negatives, using airbrushing and other techniques."
9413,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Medical Transcriptionists,"Transcribe dictation for a variety of medical reports, such as patient histories, physical examinations, emergency room visits, operations, chart reviews, consultation, or discharge summaries."
9414,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Medical Transcriptionists,"Review and edit transcribed reports or dictated material for spelling, grammar, clarity, consistency, and proper medical terminology."
9415,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Medical Transcriptionists,"Distinguish between homonyms and recognize inconsistencies and mistakes in medical terms, referring to dictionaries, drug references, and other sources on anatomy, physiology, and medicine."
9416,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Medical Transcriptionists,"Return dictated reports in printed or electronic form for physician's review, signature, and corrections and for inclusion in patients' medical records."
9417,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Medical Transcriptionists,Translate medical jargon and abbreviations into their expanded forms to ensure the accuracy of patient and health care facility records.
9420,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Medical Transcriptionists,"Perform data entry and data retrieval services, providing data for inclusion in medical records and for transmission to physicians."
9421,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Medical Transcriptionists,"Produce medical reports, correspondence, records, patient-care information, statistics, medical research, and administrative material."
9423,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,bottom20,Medical Transcriptionists,"Set up and maintain medical files and databases, including records such as x-ray, lab, and procedure reports, medical histories, diagnostic workups, admission and discharge summaries, and clinical resumes."
9735,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Eligibility Interviewers, Government Programs","Initiate procedures to grant, modify, deny, or terminate assistance, or refer applicants to other agencies for assistance."
9736,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Eligibility Interviewers, Government Programs","Compile, record, and evaluate personal and financial data to verify completeness and accuracy, and to determine eligibility status."
9739,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Eligibility Interviewers, Government Programs","Keep records of assigned cases, and prepare required reports."
9741,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Eligibility Interviewers, Government Programs","Prepare applications and forms for applicants for such purposes as school enrollment, employment, and medical services."
9749,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,"Plan routes, itineraries, and accommodation details, and compute fares and fees, using schedules, rate books, and computers."
9751,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,Prepare customer invoices and accept payment.
9752,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,"Answer inquiries regarding information, such as schedules, accommodations, procedures, or policies."
9753,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,"Assemble and issue required documentation, such as tickets, travel insurance policies, or itineraries."
9754,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,"Determine whether space is available on travel dates requested by customers, assigning requested spaces when available."
9755,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,"Inform clients of essential travel information, such as travel times, transportation connections, or medical and visa requirements."
9756,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,Maintain computerized inventories of available passenger space and provide information on space reserved or available.
9758,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,Examine passenger documentation to determine destinations and to assign boarding passes.
9762,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,"Trace lost, delayed, or misdirected baggage for customers."
9766,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,"Provide customers with travel suggestions and information sources, such as guides, directories, brochures, or maps."
9767,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,Reservation and Transportation Ticket Agents and Travel Clerks,Contact customers or travel agents to advise them of travel conveyance changes or to confirm reservations.
11237,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Answer customers' questions about products, prices, availability, or credit terms."
11238,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Quote prices, credit terms, or other bid specifications."
11241,Not Intrapreneurial,Not Intrapreneurial,Not Intrapreneurial,3,Not Intrapreneurial,3,True,True,middle60,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products","Maintain customer records, using automated systems."
